1000
6,5,0
3,6,0
3,6,0
1,2,0
7,1,0
1,2,0
2,6,0
3,6,0
2,5,0
7,1,0
1,2,0
6,5,0
2,6,0
3,6,0
3,5,0
7,1,0
7,1,0
7,10,0
7,1,0
1,2,0
0,0,0
1,2,0
7,10,0
2,6,0
6,5,0
0,0,0
3,6,0
7,1,0
3,6,0
2,6,0
0,0,0
2,6,0
1,9,0
3,6,0
6,6,0
3,6,0
7,1,0
3,6,0
3,5,0
3,6,0
3,5,0
3,5,0
2,5,0
2,6,0
1,2,0
2,6,0
2,6,0
3,5,0
1,9,0
6,5,0
0,0,0
6,6,0
1,9,0
6,5,0
3,5,0
3,5,0
2,5,0
2,5,0
3,5,0
7,10,0
6,6,0
7,10,0
1,2,0
3,5,0
7,1,0
3,6,0
3,6,0
2,5,0
3,6,0
2,6,0
0,0,0
2,5,0
2,5,0
2,6,0
3,6,0
2,6,0
2,5,0
3,6,0
2,5,0
7,10,0
6,6,0
6,6,0
2,5,0
6,6,0
6,5,0
6,6,0
3,5,0
1,9,0
3,5,0
1,2,0
2,6,0
7,10,0
6,6,0
1,2,0
7,1,0
1,9,0
6,6,0
2,6,0
6,5,0
2,6,0
0,0,0
2,6,0
1,9,0
2,6,0
7,1,0
6,5,0
3,6,0
2,5,0
2,5,0
3,6,0
3,6,0
3,6,0
2,5,0
3,6,0
6,6,0
6,6,0
6,6,0
3,5,0
2,5,0
3,6,0
6,5,0
2,5,0
2,5,0
7,1,0
2,6,0
6,5,0
2,6,0
7,10,0
2,5,0
6,6,0
3,5,0
7,1,0
6,5,0
6,5,0
1,9,0
6,6,0
2,6,0
7,10,0
1,9,0
3,6,0
3,6,0
0,0,0
2,5,0
2,6,0
2,6,0
1,9,0
2,6,0
3,5,0
3,6,0
1,9,0
